chr	start	end	strand	gene_id	gene_name
chr11	56801856	56820422	-	ENSG00000205025.8	OR5G5P
chr11	56819573	56820516	-	ENSG00000241356.2	OR5G3
chr11	56848478	56878078	+	ENSG00000255433.5	LINC02735
chr11	56890613	56927885	+	ENSG00000274150.1	FADS2B
chr11	56971050	56971979	+	ENSG00000181282.5	OR5AK3P
chr11	56988914	56989843	+	ENSG00000181273.3	OR5AK2
chr11	57018100	57019021	+	ENSG00000255083.2	OR5AK1P
chr11	57029408	57029722	+	ENSG00000273228.1	OR5BQ1P
chr11	57037534	57038436	+	ENSG00000283307.1	OR5AK4P
chr11	57045091	57045390	+	ENSG00000272676.1	OR5AO1P
chr11	57055587	57056132	+	ENSG00000273255.1	OR5BP1P
chr11	57181747	57191717	+	ENSG00000183908.7	LRRC55
chr11	57233577	57237250	-	ENSG00000134817.12	APLNR
chr11	57299638	57324952	-	ENSG00000149115.14	TNKS1BP1
chr11	57325603	57327958	+	ENSG00000254662.1	ENSG00000254662
chr11	57325986	57335892	-	ENSG00000149136.9	SSRP1
chr11	57338352	57372396	+	ENSG00000109991.10	P2RX3
chr11	57376769	57381150	-	ENSG00000156575.2	PRG3
chr11	57386780	57390650	-	ENSG00000186652.10	PRG2
chr11	57387365	57424059	-	ENSG00000254979.5	ENSG00000254979
chr11	57406954	57427580	-	ENSG00000134802.18	SLC43A3
chr11	57450183	57450299	+	ENSG00000252070.1	RNA5SP341
chr11	57451690	57452022	+	ENSG00000222998.1	RN7SKP259
chr11	57460528	57477534	+	ENSG00000186907.8	RTN4RL2
chr11	57476493	57477534	-	ENSG00000255301.1	ENSG00000255301
chr11	57484534	57515780	-	ENSG00000149150.9	SLC43A1
chr11	57528085	57528365	-	ENSG00000265566.2	RN7SL605P
chr11	57528464	57530803	-	ENSG00000134809.9	TIMM10
chr11	57537595	57550272	+	ENSG00000214872.9	SMTNL1
chr11	57551656	57568284	-	ENSG00000156587.16	UBE2L6
chr11	57576292	57577080	-	ENSG00000240371.1	RPS4XP13
chr11	57597387	57619171	+	ENSG00000149131.17	SERPING1
chr11	57638024	57652790	+	ENSG00000254602.2	ENSG00000254602
chr11	57641198	57641286	+	ENSG00000208009.1	MIR130A
chr11	57645087	57649944	-	ENSG00000166793.13	YPEL4
chr11	57648188	57661865	+	ENSG00000172409.7	CLP1
chr11	57667747	57701182	+	ENSG00000156599.11	ZDHHC5
chr11	57703710	57712221	-	ENSG00000156603.20	MED19
chr11	57712582	57818431	+	ENSG00000288534.1	ENSG00000288534
chr11	57712593	57740973	+	ENSG00000213593.10	TMX2
chr11	57718044	57718530	-	ENSG00000213592.4	PPIAP42
chr11	57741491	57743554	+	ENSG00000211450.11	SELENOH
chr11	57741779	57804771	+	ENSG00000254732.2	ENSG00000254732
chr11	57743514	57752675	-	ENSG00000233436.8	BTBD18
chr11	57753243	57819546	+	ENSG00000198561.16	CTNND1
chr11	57861948	57873588	-	ENSG00000255303.2	OR5BA1P
chr11	57870322	57870571	-	ENSG00000255266.1	ENSG00000255266
chr11	57917297	57918239	-	ENSG00000180714.3	OR5AZ1P
chr11	57945598	57946414	-	ENSG00000254749.1	OR5BD1P
chr11	58005386	58005705	+	ENSG00000254601.1	CYCSP26
chr11	58023881	58181616	+	ENSG00000186509.4	OR9Q1
chr11	58026706	58026812	-	ENSG00000200817.1	RNU6-899P
chr11	58030953	58031906	+	ENSG00000279051.5	OR6Q1
chr11	58040708	58041660	-	ENSG00000236541.1	VN2R9P
chr11	58044110	58060138	-	ENSG00000255146.1	ENSG00000255146
chr11	58072378	58075438	-	ENSG00000254853.1	ENSG00000254853
chr11	58077348	58078603	-	ENSG00000255131.2	OR9L1P
chr11	58108720	58109661	-	ENSG00000272685.1	OR9I3P
chr11	58116742	58125530	-	ENSG00000172377.3	OR9I1
chr11	58144495	58145397	+	ENSG00000186508.4	OR9I2P
chr11	58171098	58171721	+	ENSG00000272569.1	OR5BL1P
chr11	58189070	58194053	+	ENSG00000186513.4	OR9Q2
chr11	58203202	58204142	-	ENSG00000197887.5	OR1S2
chr11	58212720	58216084	+	ENSG00000280204.4	OR1S1
chr11	58227882	58228918	-	ENSG00000180475.4	OR10Q1
chr11	58242043	58243097	-	ENSG00000254589.1	EIF4A2P3
chr11	58266792	58268260	-	ENSG00000172772.3	OR10W1
chr11	58291826	58292765	-	ENSG00000272900.1	OR10Q2P
chr11	58317637	58318375	-	ENSG00000255218.1	OR5BC1P
chr11	58343737	58344664	-	ENSG00000255431.1	OR5B19P
chr11	58348989	58349630	-	ENSG00000255096.2	OR5B10P
chr11	58354004	58354499	-	ENSG00000255333.1	ENSG00000255333
chr11	58358124	58359069	-	ENSG00000197786.3	OR5B17
chr11	58365836	58366763	-	ENSG00000233499.1	OR5B1P
chr11	58387583	58388486	-	ENSG00000273408.1	OR5B15P
chr11	58402464	58406874	-	ENSG00000172769.4	OR5B3
chr11	58421238	58428121	-	ENSG00000172365.4	OR5B2
chr11	58438994	58442236	-	ENSG00000172362.4	OR5B12
chr11	58491773	58493480	-	ENSG00000285895.1	ENSG00000285895
chr11	58497888	58505758	-	ENSG00000255299.5	ENSG00000255299
chr11	58506807	58508105	-	ENSG00000198283.3	OR5B21
chr11	58526871	58578220	-	ENSG00000110031.13	LPXN
chr11	58579063	58621550	+	ENSG00000186660.15	ZFP91
chr11	58579172	58624639	+	ENSG00000255073.8	ZFP91-CNTF
chr11	58611119	58612642	-	ENSG00000269570.2	ENSG00000269570
chr11	58622665	58625733	+	ENSG00000242689.3	CNTF
chr11	58627435	58628528	+	ENSG00000280010.1	ENSG00000280010
chr11	58640426	58731974	-	ENSG00000149124.11	GLYAT
chr11	58685086	58691861	+	ENSG00000197254.4	ENSG00000197254
chr11	58748999	58761053	-	ENSG00000254926.1	ENSG00000254926
chr11	58770377	58785705	+	ENSG00000289621.1	ENSG00000289621
chr11	58796237	58796854	-	ENSG00000255265.1	TMA16P1
chr11	58834065	58904215	-	ENSG00000156689.7	GLYATL2
chr11	58878302	58893460	+	ENSG00000254717.2	GLYATL1P2
chr11	58905398	59043527	+	ENSG00000166840.14	GLYATL1
chr11	58917015	58928689	-	ENSG00000255523.1	ENSG00000255523
chr11	58933643	59058659	-	ENSG00000255240.6	ENSG00000255240
chr11	58967596	58968291	-	ENSG00000254877.1	ENSG00000254877
chr11	58978787	58994120	+	ENSG00000255189.1	GLYATL1P1
chr11	58995439	58999689	-	ENSG00000254786.1	ENSG00000254786
chr11	59042737	59050971	+	ENSG00000254399.2	GLYATL1P4
chr11	59086307	59094786	+	ENSG00000255151.2	GLYATL1B
chr11	59101577	59102374	-	ENSG00000288788.1	ENSG00000288788
chr11	59105304	59106732	-	ENSG00000289635.1	ENSG00000289635
chr11	59107185	59127412	+	ENSG00000189057.11	FAM111B
chr11	59130133	59143015	-	ENSG00000245571.7	FAM111A-DT
chr11	59142121	59142610	-	ENSG00000255381.1	ENSG00000255381
chr11	59142748	59155039	+	ENSG00000166801.17	FAM111A
chr11	59171430	59208588	+	ENSG00000110042.8	DTX4
chr11	59208510	59212927	-	ENSG00000197629.6	MPEG1
chr11	59214406	59214699	-	ENSG00000263999.2	RN7SL42P
chr11	59255360	59259486	+	ENSG00000225802.3	WARS1P1
chr11	59263389	59263802	-	ENSG00000254799.1	SLC25A47P1
chr11	59268876	59284033	-	ENSG00000214797.3	ENSG00000214797
chr11	59287339	59289486	-	ENSG00000254704.3	ENSG00000254704
chr11	59291052	59291333	-	ENSG00000263944.2	RN7SL435P
chr11	59309681	59310576	-	ENSG00000235678.3	OR5AN2P
chr11	59332757	59334086	-	ENSG00000255386.1	OR5BR1P
chr11	59358895	59371714	+	ENSG00000176495.3	OR5AN1
chr11	59391354	59392292	-	ENSG00000198261.3	OR5BB1P
chr11	59416969	59426413	-	ENSG00000172324.6	OR5A2
chr11	59436469	59451380	+	ENSG00000172320.4	OR5A1
chr11	59456961	59457905	+	ENSG00000166884.3	OR4D6
chr11	59473315	59479361	+	ENSG00000254466.2	OR4D10
chr11	59491652	59492581	+	ENSG00000204989.3	OR4D8P
chr11	59503576	59504511	+	ENSG00000176200.1	OR4D11
chr11	59511368	59520703	+	ENSG00000172742.6	OR4D9
chr11	59531754	59532695	+	ENSG00000254770.1	OR4D7P
chr11	59545602	59558882	+	ENSG00000287264.1	ENSG00000287264
chr11	59560234	59566283	-	ENSG00000255008.4	LINC02739
chr11	59565923	59639861	+	ENSG00000255139.2	ENSG00000255139
chr11	59574398	59615774	-	ENSG00000110048.12	OSBP
chr11	59595077	59595158	-	ENSG00000264559.1	MIR3162
chr11	59636716	59669037	-	ENSG00000166889.14	PATL1
chr11	59669312	59676041	+	ENSG00000255355.1	PATL1-DT
chr11	59706057	59706383	-	ENSG00000223223.1	RN7SKP192
chr11	59712916	59713845	-	ENSG00000172289.3	OR10V1
chr11	59713456	59805882	+	ENSG00000166900.17	STX3
chr11	59728519	59729492	+	ENSG00000254403.1	OR10Y1P
chr11	59741325	59742049	+	ENSG00000254743.1	OR10V3P
chr11	59748811	59749574	+	ENSG00000255538.1	OR10V2P
chr11	59752578	59754975	-	ENSG00000254477.2	ENSG00000254477
chr11	59781318	59781722	-	ENSG00000234964.4	FABP5P7
chr11	59806140	59810778	-	ENSG00000166902.5	MRPL16
chr11	59829273	59845499	-	ENSG00000134812.8	CBLIF
chr11	59852800	59866489	-	ENSG00000134827.8	TCN1
chr11	59878809	59896481	+	ENSG00000285231.1	OOSP3
chr11	59898185	59899133	+	ENSG00000270929.1	SRD5A3P1
chr11	59938432	59957480	+	ENSG00000284873.1	OOSP1
chr11	59942879	59970146	+	ENSG00000214788.3	ENSG00000214788
chr11	59964033	59970146	+	ENSG00000285010.1	OOSP4A
chr11	59978020	60031077	+	ENSG00000255393.2	OOSP4B
chr11	60040409	60048044	+	ENSG00000149507.7	OOSP2
chr11	60056587	60071115	+	ENSG00000149516.14	MS4A3
chr11	60077350	60078401	+	ENSG00000255331.1	ENSG00000255331
chr11	60088261	60098467	+	ENSG00000149534.9	MS4A2
chr11	60159687	60160822	-	ENSG00000254952.1	LINC02705
chr11	60172015	60184666	-	ENSG00000110077.15	MS4A6A
chr11	60185657	60318080	+	ENSG00000110079.19	MS4A4A
chr11	60200270	60243137	-	ENSG00000214787.11	MS4A4E
chr11	60209071	60209156	-	ENSG00000275344.1	MIR6503
chr11	60327255	60396596	+	ENSG00000166926.9	MS4A6E
chr11	60378485	60395951	+	ENSG00000166927.13	MS4A7
chr11	60378530	60417756	+	ENSG00000166928.11	MS4A14
chr11	60429572	60455214	+	ENSG00000166930.7	MS4A5
chr11	60455846	60470752	+	ENSG00000156738.18	MS4A1
chr11	60492778	60507430	+	ENSG00000071203.9	MS4A12
chr11	60515392	60542721	+	ENSG00000204979.8	MS4A13
chr11	60577856	60608418	+	ENSG00000283601.1	MS4A19P
chr11	60615729	60687267	+	ENSG00000181995.12	LINC00301
chr11	60699585	60715807	+	ENSG00000166959.8	MS4A8
chr11	60729304	60744212	+	ENSG00000214782.7	MS4A18
chr11	60756867	60776733	+	ENSG00000166961.15	MS4A15
chr11	60785333	60801305	+	ENSG00000172689.2	MS4A10
chr11	60813932	60821739	-	ENSG00000255845.1	ENSG00000255845
chr11	60835996	60842965	-	ENSG00000255959.1	ENSG00000255959
chr11	60841806	60851081	-	ENSG00000256813.1	ENSG00000256813
chr11	60842113	60851081	+	ENSG00000110104.13	CCDC86
chr11	60850933	60855950	-	ENSG00000183134.5	PTGDR2
chr11	60867542	60875693	+	ENSG00000149506.12	ZP1
chr11	60890547	60906585	-	ENSG00000110107.9	PRPF19
chr11	60906789	60909742	+	ENSG00000257052.1	PRPF19-DT
chr11	60913166	60914052	-	ENSG00000256944.1	TMEM109-DT
chr11	60914158	60923443	+	ENSG00000110108.10	TMEM109
chr11	60916339	60925397	-	ENSG00000256196.2	ENSG00000256196
chr11	60924460	60937159	+	ENSG00000006118.15	TMEM132A
chr11	60937060	60952653	-	ENSG00000110446.12	SLC15A3
chr11	60971680	61020377	+	ENSG00000013725.14	CD6
chr11	60985061	60985167	-	ENSG00000207153.1	RNU6-933P
chr11	61055392	61067597	+	ENSG00000256733.2	ENSG00000256733
chr11	61102489	61127852	+	ENSG00000110448.11	CD5
chr11	61130257	61161615	-	ENSG00000167987.11	VPS37C
chr11	61143380	61145464	-	ENSG00000279549.1	ENSG00000279549
chr11	61203307	61213098	+	ENSG00000229859.10	PGA3
chr11	61222347	61231694	+	ENSG00000229183.10	PGA4
chr11	61227168	61248533	+	ENSG00000256220.1	ENSG00000256220
chr11	61241175	61251444	+	ENSG00000256713.8	PGA5
chr11	61258286	61295316	-	ENSG00000167992.14	VWCE
chr11	61299451	61342596	-	ENSG00000167986.15	DDB1
chr11	61333220	61353295	+	ENSG00000149476.16	TKFC
chr11	61348754	61362283	-	ENSG00000162144.10	CYB561A3
chr11	61352244	61354477	+	ENSG00000279246.1	ENSG00000279246
chr11	61361964	61377890	+	ENSG00000149483.13	TMEM138
chr11	61392393	61398866	+	ENSG00000187049.11	TMEM216
chr11	61402641	61430031	-	ENSG00000149532.16	CPSF7
chr11	61426448	61427325	-	ENSG00000279632.1	ENSG00000279632
chr11	61429220	61485822	+	ENSG00000256591.5	ENSG00000256591
chr11	61430042	61446733	+	ENSG00000167985.7	SDHAF2
chr11	61444149	61444423	+	ENSG00000240823.3	RN7SL23P
chr11	61481120	61490931	+	ENSG00000162148.11	PPP1R32
chr11	61496440	61506649	+	ENSG00000255931.2	ENSG00000255931
chr11	61508596	61508657	+	ENSG00000266006.1	MIR4488
chr11	61508749	61511018	+	ENSG00000204950.4	LRRC10B
chr11	61513714	61581148	-	ENSG00000011347.10	SYT7
chr11	61525708	61526602	-	ENSG00000279878.1	ENSG00000279878
chr11	61539516	61542259	-	ENSG00000256443.1	ENSG00000256443
chr11	61588442	61607550	+	ENSG00000250230.3	ENSG00000250230
chr11	61615036	61639449	+	ENSG00000243742.5	RPLP0P2
chr11	61654665	61655702	-	ENSG00000255947.1	ENSG00000255947
chr11	61680391	61747001	+	ENSG00000134780.10	DAGLA
chr11	61746493	61757655	-	ENSG00000124915.10	MYRF-AS1
chr11	61752636	61788518	+	ENSG00000124920.14	MYRF
chr11	61768501	61792802	-	ENSG00000134825.16	TMEM258
chr11	61792495	61792561	-	ENSG00000284108.1	MIR611
chr11	61792911	61797238	+	ENSG00000168496.4	FEN1
chr11	61792980	61867354	+	ENSG00000134824.14	FADS2
chr11	61797424	61799145	-	ENSG00000289268.1	ENSG00000289268
chr11	61799627	61829318	-	ENSG00000149485.19	FADS1
chr11	61815161	61815240	-	ENSG00000284416.1	MIR1908
chr11	61873519	61892051	-	ENSG00000221968.9	FADS3
chr11	61878216	61878278	-	ENSG00000277892.1	MIR6746
chr11	61897301	61920269	-	ENSG00000167994.13	RAB3IL1
chr11	61937894	61938000	+	ENSG00000200898.1	RNU6-1243P
chr11	61950063	61965515	+	ENSG00000167995.17	BEST1
chr11	61959718	61967634	-	ENSG00000167996.16	FTH1
chr11	61967794	61969490	+	ENSG00000279491.1	ENSG00000279491
chr11	62011751	62012602	-	ENSG00000244176.1	ENSG00000244176
chr11	62049863	62082184	-	ENSG00000255553.2	LINC02733
chr11	62072882	62073052	-	ENSG00000254424.1	ENSG00000254424
chr11	62116470	62123767	-	ENSG00000285656.1	ENSG00000285656
chr11	62123998	62153169	+	ENSG00000149503.13	INCENP
chr11	62153730	62154783	+	ENSG00000289194.1	ENSG00000289194
chr11	62169293	62169828	+	ENSG00000236607.3	EEF1DP8
chr11	62190216	62193539	+	ENSG00000168515.3	SCGB1D1
chr11	62208673	62213943	+	ENSG00000124939.6	SCGB2A1
chr11	62213427	62260549	-	ENSG00000254404.1	ENSG00000254404
chr11	62242239	62244812	+	ENSG00000124935.4	SCGB1D2
chr11	62270158	62273160	+	ENSG00000110484.7	SCGB2A2
chr11	62296281	62299075	-	ENSG00000197745.3	SCGB1D4
chr11	62330946	62331813	+	ENSG00000255213.1	NPM1P35
chr11	62336911	62338090	-	ENSG00000255118.1	ENSG00000255118
chr11	62337448	62393412	+	ENSG00000162174.12	ASRGL1
chr11	62371146	62373168	+	ENSG00000254454.2	RCC2P6
chr11	62391516	62393372	-	ENSG00000255126.1	ENSG00000255126
chr11	62405103	62423195	+	ENSG00000149021.7	SCGB1A1
chr11	62421845	62426724	-	ENSG00000255446.1	ENSG00000255446
chr11	62433542	62556235	-	ENSG00000124942.14	AHNAK
chr11	62537312	62542018	+	ENSG00000250659.2	ENSG00000250659
chr11	62545999	62547699	+	ENSG00000257058.1	ENSG00000257058
chr11	62559596	62574086	-	ENSG00000254772.10	EEF1G
chr11	62559603	62591531	-	ENSG00000255508.7	ENSG00000255508
chr11	62567011	62567071	-	ENSG00000276102.1	MIR6747
chr11	62574201	62575097	+	ENSG00000289562.1	ENSG00000289562
chr11	62575045	62591637	-	ENSG00000149016.16	TUT1
chr11	62593214	62601865	-	ENSG00000149480.7	MTA2
chr11	62602218	62612775	-	ENSG00000149499.12	EML3
chr11	62606161	62606405	+	ENSG00000254964.1	ENSG00000254964
chr11	62611722	62615116	+	ENSG00000149489.9	ROM1
chr11	62615296	62622154	-	ENSG00000149541.10	B3GAT3
chr11	62624826	62646726	-	ENSG00000089597.18	GANAB
chr11	62646848	62653302	-	ENSG00000185085.2	INTS5
chr11	62649694	62665178	-	ENSG00000255432.1	ENSG00000255432
chr11	62662817	62665210	-	ENSG00000278615.5	C11orf98
chr11	62662817	62672267	-	ENSG00000162194.13	LBHD1
chr11	62665309	62668496	+	ENSG00000214756.8	CSKMT
chr11	62665422	62665570	+	ENSG00000206597.1	SNORA57
chr11	62670273	62673686	+	ENSG00000204922.5	UQCC3
chr11	62676498	62679117	-	ENSG00000162191.14	UBXN1
chr11	62686406	62689530	-	ENSG00000177363.5	LRRN4CL
chr11	62689289	62709845	-	ENSG00000168000.16	BSCL2
chr11	62690275	62727384	-	ENSG00000234857.2	HNRNPUL2-BSCL2
chr11	62707676	62709201	+	ENSG00000162188.6	GNG3
chr11	62712630	62727457	-	ENSG00000214753.4	HNRNPUL2
chr11	62728069	62740293	+	ENSG00000162222.14	TTC9C
chr11	62748319	62754184	-	ENSG00000185670.9	ZBTB3
chr11	62761565	62766710	+	ENSG00000168002.12	POLR2G
chr11	62771120	62771606	-	ENSG00000267811.1	ENSG00000267811
chr11	62771357	62787342	+	ENSG00000162227.8	TAF6L
chr11	62771629	62792006	-	ENSG00000168569.8	TMEM223
chr11	62786023	62786785	-	ENSG00000269176.2	ENSG00000269176
chr11	62787402	62790400	+	ENSG00000185475.11	TMEM179B
chr11	62789815	62789885	+	ENSG00000284535.1	MIR6748
chr11	62792123	62806302	-	ENSG00000162231.14	NXF1
chr11	62792702	62792771	-	ENSG00000274066.1	MIR6514
chr11	62806860	62832051	-	ENSG00000162236.13	STX5
chr11	62807682	62808063	-	ENSG00000269463.1	ENSG00000269463
chr11	62815966	62816067	-	ENSG00000252361.1	RNU6-118P
chr11	62832234	62834043	+	ENSG00000256690.1	STX5-DT
chr11	62832319	62832803	-	ENSG00000283268.1	TEX54
chr11	62832342	62841809	-	ENSG00000133316.16	WDR74
chr11	62841619	62841809	-	ENSG00000222328.1	RNU2-2P
chr11	62851978	62855953	-	ENSG00000255717.8	SNHG1
chr11	62852910	62853035	-	ENSG00000277194.1	SNORD22
chr11	62853663	62853732	-	ENSG00000277846.1	SNORD30
chr11	62854161	62854285	-	ENSG00000278527.1	SNORD22
chr11	62854621	62854695	-	ENSG00000274544.1	SNORD28
chr11	62855012	62855083	-	ENSG00000275996.1	SNORD27
chr11	62855292	62855366	-	ENSG00000276788.1	SNORD26
chr11	62855564	62855632	-	ENSG00000275043.1	SNORD25
chr11	62856004	62888880	+	ENSG00000168003.18	SLC3A2
chr11	62908679	62921807	-	ENSG00000168539.4	CHRM1
chr11	62909546	62918361	+	ENSG00000257002.1	ENSG00000257002
chr11	62935982	62936234	-	ENSG00000241082.3	RN7SL259P
chr11	62936385	62984967	-	ENSG00000197901.12	SLC22A6
chr11	62936427	62959852	-	ENSG00000285388.1	ENSG00000285388
chr11	62989154	63015841	-	ENSG00000149452.16	SLC22A8
chr11	63032503	63033103	-	ENSG00000256041.1	ENSG00000256041
chr11	63046785	63048126	+	ENSG00000253547.2	TUBAP7
chr11	63079940	63144221	-	ENSG00000197658.9	SLC22A24
chr11	63115880	63116338	-	ENSG00000239924.1	RPL29P22
chr11	63158437	63243599	-	ENSG00000196600.13	SLC22A25
chr11	63243085	63244004	+	ENSG00000256847.1	CCND2P1
chr11	63265836	63266256	-	ENSG00000256181.1	ENSG00000256181
chr11	63268022	63311783	+	ENSG00000184999.13	SLC22A10
chr11	63369785	63410294	+	ENSG00000149742.10	SLC22A9
chr11	63461404	63491194	-	ENSG00000168004.10	PLAAT5
chr11	63469376	63470944	+	ENSG00000275598.1	ENSG00000275598
chr11	63495484	63500610	+	ENSG00000287412.1	ENSG00000287412
chr11	63506052	63516774	+	ENSG00000133317.16	LGALS12
chr11	63536808	63546462	+	ENSG00000133321.11	PLAAT4
chr11	63552770	63563379	-	ENSG00000133328.4	PLAAT2
chr11	63573195	63616883	-	ENSG00000176485.13	PLAAT3
chr11	63616308	63621671	+	ENSG00000203520.3	ENSG00000203520
chr11	63624087	63671921	-	ENSG00000184743.13	ATL3
chr11	63632233	63632720	+	ENSG00000270269.1	IMMP1LP1
chr11	63637677	63658962	+	ENSG00000256789.1	ENSG00000256789
chr11	63681446	63759891	+	ENSG00000133318.14	RTN3
chr11	63698596	63698764	-	ENSG00000271100.1	ENSG00000271100
chr11	63759892	63768775	-	ENSG00000188070.9	ZFTA
chr11	63797784	63798071	-	ENSG00000264519.2	RN7SL596P
chr11	63813456	63827716	+	ENSG00000168005.9	SPINDOC
chr11	63834667	63834943	-	ENSG00000256280.1	ATP5MGP1
chr11	63838928	63911020	+	ENSG00000072518.22	MARK2
chr11	63882587	63882685	-	ENSG00000202089.1	RNU6-1306P
chr11	63911230	63917164	-	ENSG00000167771.6	RCOR2
chr11	63938959	63957319	+	ENSG00000110583.13	NAA40
chr11	63970470	63970576	+	ENSG00000207200.1	RNU6-45P
chr11	63974620	63976543	+	ENSG00000176340.4	COX8A
chr11	63974620	63988346	+	ENSG00000256100.1	ENSG00000256100
chr11	63985853	64001811	+	ENSG00000167770.13	OTUB1
chr11	63998558	64166113	-	ENSG00000133315.12	MACROD1
chr11	64035931	64119173	+	ENSG00000126500.4	FLRT1
chr11	64035970	64103653	+	ENSG00000256824.1	ENSG00000256824
chr11	64081690	64087175	+	ENSG00000256481.1	ENSG00000256481
chr11	64118272	64119210	-	ENSG00000256341.1	ENSG00000256341
chr11	64183353	64184738	-	ENSG00000288852.1	ENSG00000288852
chr11	64184892	64185677	-	ENSG00000289486.1	ENSG00000289486
chr11	64185272	64204543	+	ENSG00000168439.17	STIP1
chr11	64206678	64223891	+	ENSG00000149781.13	FERMT3
chr11	64223799	64226254	-	ENSG00000149743.14	TRPT1
chr11	64225941	64230686	+	ENSG00000149761.9	NUDT22
chr11	64229214	64234352	-	ENSG00000256116.1	ENSG00000256116
chr11	64230278	64234286	+	ENSG00000110011.14	DNAJC4
chr11	64234584	64239264	+	ENSG00000173511.10	VEGFB
chr11	64241003	64244132	+	ENSG00000173486.14	FKBP2
chr11	64241095	64244132	+	ENSG00000286264.2	ENSG00000286264
chr11	64244479	64246943	-	ENSG00000173457.11	PPP1R14B
chr11	64245942	64248218	+	ENSG00000256940.3	PPP1R14B-AS1
chr11	64246939	64249494	-	ENSG00000257086.1	ENSG00000257086
chr11	64251530	64269150	+	ENSG00000149782.13	PLCB3
chr11	64269830	64284704	-	ENSG00000002330.14	BAD
chr11	64270062	64289500	+	ENSG00000173264.15	GPR137
chr11	64291302	64300031	+	ENSG00000182450.14	KCNK4
chr11	64291722	64304769	+	ENSG00000257069.6	KCNK4-TEX40
chr11	64296037	64296138	+	ENSG00000207024.1	Y_RNA
chr11	64300358	64304770	+	ENSG00000219435.6	CATSPERZ
chr11	64305497	64316743	+	ENSG00000173153.17	ESRRA
chr11	64316460	64317559	-	ENSG00000173113.7	TRMT112
chr11	64318121	64321811	+	ENSG00000126432.14	PRDX5
chr11	64325050	64340127	-	ENSG00000236935.2	ENSG00000236935
chr11	64340204	64357534	+	ENSG00000168071.22	CCDC88B
chr11	64341849	64341904	-	ENSG00000278359.1	MIR7155
chr11	64359148	64372215	+	ENSG00000162302.13	RPS6KA4
chr11	64368602	64368703	+	ENSG00000221273.1	MIR1237
chr11	64394342	64395831	-	ENSG00000231680.1	LINC02723
chr11	64420311	64432670	+	ENSG00000231492.3	ENSG00000231492
chr11	64449074	64451657	+	ENSG00000181908.5	LINC02724
chr11	64486136	64490674	-	ENSG00000286816.1	ENSG00000286816
chr11	64500846	64505386	+	ENSG00000232500.2	ENSG00000232500
chr11	64531044	64532970	+	ENSG00000237363.1	ENSG00000237363
chr11	64555690	64572875	+	ENSG00000168065.16	SLC22A11
chr11	64590641	64602353	+	ENSG00000197891.12	SLC22A12
chr11	64606174	64723197	-	ENSG00000110076.20	NRXN2
chr11	64646399	64659681	+	ENSG00000237410.1	NRXN2-AS1
chr11	64687687	64689197	+	ENSG00000289058.1	ENSG00000289058
chr11	64726911	64745456	-	ENSG00000068831.19	RASGRP2
chr11	64746389	64759974	-	ENSG00000068976.14	PYGM
chr11	64764606	64778786	-	ENSG00000168066.21	SF1
chr11	64778954	64779405	+	ENSG00000269038.1	SF1-DT
chr11	64784918	64803241	-	ENSG00000168067.12	MAP4K2
chr11	64803510	64811294	-	ENSG00000133895.18	MEN1
chr11	64823052	64844653	-	ENSG00000171219.9	CDC42BPG
chr11	64851642	64888296	-	ENSG00000110047.18	EHD1
chr11	64881535	64881945	+	ENSG00000230835.1	ENSG00000230835
